entity_id,entity_name,entity_type,mention_count,fraud_linked_mentions,distinct_sources,legal_section_count,district_count,average_quality_score,average_reliability_score,network_risk_score,risk_band,supporting_records,districts,legal_sections
hindusthan-small-tools-pvt-ltd,HINDUSTHAN SMALL TOOLS PVT LTD,record_subject,3,0,2,0,1,62.93,0.85,79.83,High,3f51d0e76965d4db | d65b25bcaf4a556a | da377aba0a08ec41,South 24 Parganas,
e-c-bose-and-co-pvt-ltd,E C BOSE AND CO PVT LTD,record_subject,3,0,1,0,1,68.27,0.85,73.79,High,174a258308b4f65a | 0db5e2e44854e1d2 | 29e7ffbbded9ae07,Kolkata,
capital-electronics-and-appliances-limited,Capital Electronics And Appliances Limited,company,3,0,1,0,0,71.6,0.85,70.39,High,2c8a1ae73540f87d | 69e50aadda3b9c3c | 3f246618a5cfe6a7,,
rajprtim-agencies-private-limited,Rajprtim Agencies Private Limited,company,3,0,1,0,0,71.6,0.85,70.39,High,c605c91e210312ab | 937aec528d4df222 | f4d34d7565c0ac81,,
salasar-exim-limited,Salasar EXIM Limited,company,3,0,1,0,0,67.6,0.85,69.67,Medium,d1e12ae71ae36c9f | f3961f9e5423d72c | c37dd945326724f9,,
tirupati-jute-industries-limited,TIRUPATI JUTE INDUSTRIES LIMITED,record_subject,3,0,1,0,0,61.6,0.85,68.59,Medium,5addb9cf1a59b9b5 | a13856c4ac79829a | 1d1b571c168d40a8,,
techno-fab-manufacturing-ltd,Techno Fab Manufacturing Ltd,company,2,0,2,0,1,76.6,0.85,68.29,Medium,ecac0d6c32d5d599 | b346da9ce06f75bf,Howrah,
bansal-oil-extraction-pvt.-ltd,Bansal Oil Extraction Pvt. Ltd,company,2,0,2,0,0,65.6,0.85,62.31,Medium,8abea275f856c45a | a1d0b295937dff99,,
progress-cultivation-limited,PROGRESS CULTIVATION LIMITED,record_subject,2,0,1,0,1,63.6,0.85,58.95,Medium,d3328e121339e777 | a139461dbb1a07fd,Hooghly,
roc-west-bengal-disqualified-directors-under-section-164(2)(a),ROC West Bengal disqualified directors under section 164(2)(a),record_subject,1,0,1,1,1,92.0,1.0,57.56,Medium,9205df84b51f76af,Kolkata,164
naresh-retail-mart-llp,Naresh Retail Mart LLP,company,2,0,1,0,0,71.6,0.85,56.39,Medium,b9f84a7d7e070088 | 751352050e81df1f,,
newsprint-private-limited,Newsprint Private Limited,company,2,0,1,0,0,71.6,0.85,56.39,Medium,94f8bcd706b88007 | baaf241d59ae7a44,,
swati-mining-private-limited,Swati Mining Private Limited,company,2,0,1,0,0,65.6,0.85,55.31,Medium,4311ba04513528eb | 4d445fb2828bc11e,,
ceebuild-company-private-limited,CEEBUILD COMPANY PRIVATE LIMITED,record_subject,2,0,1,0,0,61.6,0.85,54.59,Medium,86fbaac1e3d58a54 | 3900cec935f35fc2,,
kolkata's-srei-group,Kolkata's SREI Group,company,1,1,1,0,1,72.4,0.4,52.03,Medium,9bbf677cc69c4cb7,Kolkata,
roc-west-bengal-public-notice-of-striking-off-under-section-248(1),ROC West Bengal public notice of striking off under section 248(1),record_subject,1,0,1,1,0,82.0,1.0,51.76,Medium,f2960be9a6f22bf5,,248
roc-west-bengal-notice-of-striking-off-and-dissolution-under-section-248,ROC West Bengal notice of striking off and dissolution under section 248,record_subject,1,0,1,1,0,82.0,1.0,51.76,Medium,74c9c49364300dcd,,248
rnm-infra-private-limited,RNM Infra Private Limited,company,1,0,1,0,1,81.6,0.85,48.19,Medium,eae2eecde0456c69,Hooghly,
calcutta-high-court-ecourts-jalpaiguri-bench-case-status-and-order-gateway,Calcutta High Court eCourts Jalpaiguri bench case-status and order gateway,record_subject,1,0,1,0,1,66.0,1.0,46.88,Medium,0aba814133aea0c0,Jalpaiguri,
ultramine-pipetech-private-limited,ULTRAMINE PIPETECH PRIVATE LIMITED,record_subject,1,0,1,0,1,71.6,0.85,46.39,Medium,f45a81fb30bc222b,Kolkata,
srei-group,Srei Group,company,1,1,1,0,0,62.4,0.4,46.23,Medium,df5582ced0318e8d,,
ruia-group,Ruia Group,company,1,1,1,0,0,62.4,0.4,46.23,Medium,7501345f5ff81936,,
corporate-power-ltd,Corporate Power Ltd,company,1,1,1,0,0,62.4,0.4,46.23,Medium,96a7dd152acd9b1b,,
kalyanpur-cements-limited,Kalyanpur Cements Limited,company,1,0,1,0,0,82.0,1.0,45.76,Medium,15777783b7c8f17d,,
kolkata-|-national-company-law-tribunal,Kolkata | National Company Law Tribunal,record_subject,1,0,1,0,1,56.0,1.0,45.08,Medium,497bca019044e5fd,Kolkata,
order-dated-23.02.2018-regarding-reconstitute-the-nclt-kolkata-bench.pdf,Order Dated 23.02.2018 Regarding Reconstitute the NCLT Kolkata Bench.pdf,record_subject,1,0,1,0,1,56.0,1.0,45.08,Medium,64f7f2942a197598,Kolkata,
"re-constituted-of-bench-at-nclt,-kolkata.pdf","Re-constituted of Bench at NCLT, Kolkata.pdf",record_subject,1,0,1,0,1,56.0,1.0,45.08,Medium,20f6219b1dd43642,Kolkata,
constitution-of-vacation-bench-at-nclt-kolkata-order-dated-9.5.2018.pdf,Constitution of Vacation Bench at NCLT Kolkata order dated 9.5.2018.pdf,record_subject,1,0,1,0,1,56.0,1.0,45.08,Medium,e6fc313ad610405c,Kolkata,
calcutta-high-court-ecourts-jalpaiguri-bench,Calcutta High Court eCourts Jalpaiguri Bench,record_subject,1,0,1,0,1,56.0,1.0,45.08,Medium,8d136d3435df6ec7,Jalpaiguri,
essar-power-(jharkhand)-limited,Essar Power (Jharkhand) Limited,record_subject,1,0,1,0,1,63.6,0.85,44.95,Low,3882c0120465b8c5,Kolkata,
s-k-p-steel-industries-private-limited,S K P STEEL INDUSTRIES PRIVATE LIMITED,record_subject,1,0,1,0,1,63.6,0.85,44.95,Low,eff922ddce5cda0f,Kolkata,
nadia-constructions-private-limited,NADIA CONSTRUCTIONS PRIVATE LIMITED,record_subject,1,0,1,0,1,63.6,0.85,44.95,Low,0ba8e0c0adab2290,Nadia,
sancia-global-infra-project-limited,Sancia Global Infra Project Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,de61538d00d44449,,
small-tools-mfg.-co.-of-india-ltd,Small Tools Mfg. Co. of India Ltd,company,1,0,1,0,0,72.0,1.0,43.96,Low,02700114643a28ee,,
goldmine-food-products-limited,GoldMine Food Products Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,e081fbfaf0122b84,,
corporate-ispat-alloys-limited,Corporate Ispat Alloys Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,3e0b1dfbe3b8a445,,
kohlbros-communications-pvt.-ltd,Kohlbros Communications Pvt. Ltd,company,1,0,1,0,0,72.0,1.0,43.96,Low,b1704cf9a4e624a2,,
paper-trade-&-industries-private-limited,Paper Trade & Industries Private Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,92dd9520517eba63,,
begwani-trade-and-industries-private-limited,Begwani Trade and Industries Private Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,ec8c73f2b44d004c,,
iag-company-limited,IAG Company Limited,company,1,0,1,0,0,72.0,1.0,43.96,Low,a3021124d44c27de,,
in-the-matter-of-attivo-economic-zone-(kolkata)-private-limited-[cp/-ib/-(187)-kb/2024],In the matter of ATTIVO ECONOMIC ZONE (KOLKATA) PRIVATE LIMITED [CP/ IB/ (187) KB/2024],record_subject,1,0,1,0,1,57.6,0.85,43.87,Low,262dc0a0f1145a67,Kolkata,
raghav-sarees-private-limited,Raghav Sarees Private Limited,company,1,0,1,0,0,79.6,0.85,43.83,Low,fb93ab229e0d4550,,
hindusthan-small-tools-private-limited,Hindusthan Small Tools Private Limited,company,1,0,1,0,0,79.6,0.85,43.83,Low,a8b9d6572a009f22,,
sarnamoy-plastic-sack-manufacturing-private-limited,Sarnamoy Plastic Sack Manufacturing Private Limited,company,1,0,1,0,0,79.6,0.85,43.83,Low,54f82917f549fbe2,,
jewellery-limited,Jewellery Limited,company,1,0,1,0,0,68.0,1.0,43.24,Low,bbeae6b7d5462f12,,
agarwal-commodities-broker-private-limited,Agarwal Commodities Broker Private Limited,company,1,0,1,0,0,73.6,0.85,42.75,Low,6fa40fc431820b64,,
purbanchal-petroleum-pvt.-ltd,Purbanchal Petroleum Pvt. Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,07f8750176e0947d,,
co.-pvt.-ltd,Co. Pvt. Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,f64e087edfd1db51,,
contai-bus-syandicate-pvt.-ltd,Contai Bus Syandicate Pvt. Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,a1407aa4da527c1c,,
kd-digital-signature-solution-pvt.-ltd,KD Digital Signature Solution Pvt. Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,ba5603365a72be8f,,
agarpara-company-ltd,Agarpara Company Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,2e8ac5ca57bf27f0,,
chandra-royal-inn-p.-ltd,Chandra Royal Inn P. Ltd,company,1,0,1,0,0,64.0,1.0,42.52,Low,e8ebea251b994853,,
glory-furnishers-private-limited,Glory Furnishers Private Limited,company,1,0,1,0,0,71.6,0.85,42.39,Low,e6b91198c8480849,,
vincom-industries,Vincom Industries,company,1,0,1,0,0,71.6,0.85,42.39,Low,1785fa5291ddb219,,
insolvency-proceedings-initiated-against-birla-tyres-ltd,Insolvency Proceedings Initiated Against Birla Tyres Ltd,company,1,0,1,0,1,72.4,0.4,42.03,Low,f378b1e94a397964,Kolkata,
kaizen-power-ltd,Kaizen Power Ltd,company,1,0,1,0,0,65.6,0.85,41.31,Low,1408ca5ee5ad0038,,
confitech-sales-private-limited,Confitech Sales Private Limited,company,1,0,1,0,0,65.6,0.85,41.31,Low,318d1d886b2e1522,,
eskay-properties-development-private-limited,Eskay Properties Development Private Limited,company,1,0,1,0,0,65.6,0.85,41.31,Low,8f395b9452a58df7,,
multiple-hotels-private-limited,Multiple Hotels Private Limited,company,1,0,1,0,0,65.6,0.85,41.31,Low,e084dfe71e1103a0,,
west-bengal-housing-infrastructure-development-corporation-ltd,West Bengal Housing Infrastructure Development Corporation Ltd,company,1,0,1,0,0,65.6,0.85,41.31,Low,5bad37cd2df9e5e4,,
hansraj-agrofresh-private-limited,Hansraj Agrofresh Private Limited,company,1,0,1,0,0,65.6,0.85,41.31,Low,31ef8272a749f23a,,
calcutta-high-court-ecourts-original-side-case-status-and-order-gateway,Calcutta High Court eCourts Original Side case-status and order gateway,record_subject,1,0,1,0,0,56.0,1.0,41.08,Low,98edafa39b6e46bd,,
calcutta-high-court-ecourts-appellate-side-case-status-and-order-gateway,Calcutta High Court eCourts Appellate Side case-status and order gateway,record_subject,1,0,1,0,0,56.0,1.0,41.08,Low,9799ee6431b10557,,
ispat-industries,Ispat Industries,company,1,0,1,0,1,64.4,0.4,40.59,Low,29f3843bc9d564e4,Kolkata,
self-help-group,Self-Help Group,company,1,0,1,0,1,64.4,0.4,40.59,Low,6aa0f5c123a77b38,Bankura,
gontermann-peipers-(india)-limited,Gontermann Peipers (India) Limited,record_subject,1,0,1,0,0,61.6,0.85,40.59,Low,300842d5712fc050,,
in-the-matter-of-p.c.dey-and-son-distributors-private-limited-[i.a.(ibc)(liquidation).-no.-17/kb/2025-in-c.p.-(],In the matter of P.C.DEY AND SON DISTRIBUTORS PRIVATE LIMITED [I.A.(IBC)(Liquidation). No. 17/KB/2025 in C.P. (],record_subject,1,0,1,0,0,55.6,0.85,39.51,Low,542358884c21079a,,
nicco-corp,Nicco Corp,company,1,0,1,0,0,62.4,0.4,36.23,Low,79c258cfa915c02f,,
central-inland-water-transport-corporation-limited,Central Inland Water Transport Corporation Limited,company,1,0,1,0,0,62.4,0.4,36.23,Low,2da3476b013d93fc,,
incab-industries,Incab Industries,company,1,0,1,0,0,62.4,0.4,36.23,Low,a9393bc6606c1f25,,
madras-high-court-orders-winding-up-of-spicejet-ltd,Madras High Court Orders Winding Up Of SpiceJet Ltd,company,1,0,1,0,0,62.4,0.4,36.23,Low,53b2df62bd0c489a,,
steel-ltd,Steel Ltd,company,1,0,1,0,0,62.4,0.4,36.23,Low,2acf8d9d9f59d1d5,,
radhagobind-commercial-limited,Radhagobind Commercial Limited,company,1,0,1,0,0,62.4,0.4,36.23,Low,a31cddf954dde72b,,
nclt-initiates-insolvency-proceedings-against-diksha-greens-limited,NCLT Initiates Insolvency Proceedings Against Diksha Greens Limited,company,1,0,1,0,0,62.4,0.4,36.23,Low,641dda1de84f299a,,
